,gene,trans_id,index,start,end,sample,FPKM
15993,A2ML1,0,3,8847699,8848719,205,0
15994,A2ML1,0,4,8848915,8849668,205,0
15995,A2ML1,0,5,8849760,8850159,205,0
15996,A2ML1,0,6,8850275,8851783,205,0
15997,A2ML1,0,7,8852013,8852209,205,0
15998,A2ML1,0,8,8852337,8854127,205,0
15999,A2ML1,0,9,8854250,8854779,205,0
16000,A2ML1,0,10,8854832,8855508,205,0
16001,A2ML1,0,11,8855593,8857163,205,0
16002,A2ML1,0,12,8857341,8857506,205,0
16003,A2ML1,0,13,8857589,8857945,205,0
16004,A2ML1,0,14,8858103,8860880,205,0
16005,A2ML1,0,15,8860956,8861134,205,0
16006,A2ML1,0,16,8861298,8863793,205,0
16007,A2ML1,0,17,8864009,8867841,205,0
16008,A2ML1,0,18,8868058,8868229,205,0
16009,A2ML1,0,19,8868358,8868536,205,0
16010,A2ML1,0,20,8868628,8869134,205,2
16011,A2ML1,0,21,8869204,8874424,205,0
16012,A2ML1,0,22,8874528,8874970,205,0
16013,A2ML1,0,23,8875013,8876057,205,0
16014,A2ML1,0,24,8875013,8880523,205,0
16015,A2ML1,0,25,8880617,8886506,205,0
16016,A2ML1,1,0,8845175,8845441,205,0
16017,A2ML1,1,1,8845503,8846076,205,0
16018,A2ML1,1,2,8846223,8847548,205,0
16019,A2ML1,1,3,8847699,8848719,205,0
16020,A2ML1,1,4,8848915,8849668,205,0
16021,A2ML1,1,5,8849760,8850159,205,0
16022,A2ML1,1,6,8850275,8851783,205,0
16023,A2ML1,1,7,8852013,8852209,205,0
16024,A2ML1,1,8,8852337,8854127,205,0
16025,A2ML1,1,9,8854250,8854779,205,0
16026,A2ML1,1,10,8854832,8855508,205,0
16027,A2ML1,1,11,8855593,8857163,205,0
16028,A2ML1,1,12,8857341,8857506,205,0
16029,A2ML1,1,13,8857589,8857945,205,0
16030,A2ML1,1,14,8858103,8860880,205,0
16031,A2ML1,1,15,8860956,8861134,205,0
16032,A2ML1,1,16,8861298,8863793,205,0
16033,A2ML1,1,17,8864009,8867841,205,0
16034,A2ML1,1,18,8868058,8868229,205,0
16035,A2ML1,1,19,8868358,8868536,205,0
16036,A2ML1,1,20,8868628,8869134,205,0
16037,A2ML1,1,21,8869204,8874424,205,0
16038,A2ML1,1,22,8874528,8874970,205,0
16039,A2ML1,1,23,8875013,8876057,205,0
16040,A2ML1,1,24,8875013,8880523,205,0
16041,A2ML1,1,25,8880617,8886506,205,0
16042,A2ML1,2,0,8845175,8845441,205,0
16043,A2ML1,2,1,8845503,8846076,205,0
16044,A2ML1,2,2,8846223,8847548,205,0
16045,A2ML1,2,3,8847699,8848719,205,0
16046,A2ML1,2,4,8848915,8849668,205,0
16047,A2ML1,2,5,8849760,8850159,205,0
16048,A2ML1,2,6,8850275,8851783,205,0
16049,A2ML1,2,7,8852013,8852209,205,0
16050,A2ML1,2,8,8852337,8854127,205,0
16051,A2ML1,2,9,8854250,8854779,205,0
16052,A2ML1,2,10,8854832,8855508,205,0
16053,A2ML1,2,11,8855593,8857163,205,0
16054,A2ML1,2,12,8857341,8857506,205,0
16055,A2ML1,2,13,8857589,8857945,205,0
16056,A2ML1,2,14,8858103,8860880,205,0
16057,A2ML1,2,15,8860956,8861134,205,0
16058,A2ML1,2,16,8861298,8863793,205,0
16059,A2ML1,2,17,8864009,8867841,205,0
16060,A2ML1,2,18,8868058,8868229,205,0
16061,A2ML1,2,19,8868358,8868536,205,30
16062,A2ML1,2,20,8868628,8869134,205,31
16063,A2ML1,2,21,8869204,8874424,205,0
16064,A2ML1,2,22,8874528,8874970,205,0
16065,A2ML1,2,23,8875013,8876057,205,0
16066,A2ML1,2,24,8875013,8880523,205,0
16067,A2ML1,2,25,8880617,8886506,205,0
16068,A2ML1,0,0,8845175,8845441,206,0
16069,A2ML1,0,1,8845503,8846076,206,0
16070,A2ML1,0,2,8846223,8847548,206,0
16071,A2ML1,0,3,8847699,8848719,206,0
16072,A2ML1,0,4,8848915,8849668,206,0
16073,A2ML1,0,5,8849760,8850159,206,0
16074,A2ML1,0,6,8850275,8851783,206,0
16075,A2ML1,0,7,8852013,8852209,206,0
16076,A2ML1,0,8,8852337,8854127,206,0
16077,A2ML1,0,9,8854250,8854779,206,0
16078,A2ML1,0,10,8854832,8855508,206,0
16079,A2ML1,0,11,8855593,8857163,206,0
16080,A2ML1,0,12,8857341,8857506,206,0
16081,A2ML1,0,13,8857589,8857945,206,0
16082,A2ML1,0,14,8858103,8860880,206,0
16083,A2ML1,0,15,8860956,8861134,206,0
16084,A2ML1,0,16,8861298,8863793,206,0
16085,A2ML1,0,17,8864009,8867841,206,0
16086,A2ML1,0,18,8868058,8868229,206,0
16087,A2ML1,0,19,8868358,8868536,206,0
16088,A2ML1,0,20,8868628,8869134,206,0
16089,A2ML1,0,21,8869204,8874424,206,0
16090,A2ML1,0,22,8874528,8874970,206,0
16091,A2ML1,0,23,8875013,8876057,206,0
16092,A2ML1,0,24,8875013,8880523,206,0
16093,A2ML1,0,25,8880617,8886506,206,0
16094,A2ML1,1,0,8845175,8845441,206,0
16095,A2ML1,1,1,8845503,8846076,206,0
16096,A2ML1,1,2,8846223,8847548,206,0
16097,A2ML1,1,3,8847699,8848719,206,0
16098,A2ML1,1,4,8848915,8849668,206,0
16099,A2ML1,1,5,8849760,8850159,206,0
16100,A2ML1,1,6,8850275,8851783,206,0
16101,A2ML1,1,7,8852013,8852209,206,0
16102,A2ML1,1,8,8852337,8854127,206,0
16103,A2ML1,1,9,8854250,8854779,206,0
16104,A2ML1,1,10,8854832,8855508,206,0
16105,A2ML1,1,11,8855593,8857163,206,0
16106,A2ML1,1,12,8857341,8857506,206,0
16107,A2ML1,1,13,8857589,8857945,206,0
16108,A2ML1,1,14,8858103,8860880,206,0
16109,A2ML1,1,15,8860956,8861134,206,0
16110,A2ML1,1,16,8861298,8863793,206,0
16111,A2ML1,1,17,8864009,8867841,206,0
16112,A2ML1,1,18,8868058,8868229,206,0
16113,A2ML1,1,19,8868358,8868536,206,1
16114,A2ML1,1,20,8868628,8869134,206,1
16115,A2ML1,1,21,8869204,8874424,206,1
16116,A2ML1,1,22,8874528,8874970,206,0
16117,A2ML1,1,23,8875013,8876057,206,0
16118,A2ML1,1,24,8875013,8880523,206,0
16119,A2ML1,1,25,8880617,8886506,206,0
16120,A2ML1,2,0,8845175,8845441,206,0
16121,A2ML1,2,1,8845503,8846076,206,0
16122,A2ML1,2,2,8846223,8847548,206,0
16123,A2ML1,2,3,8847699,8848719,206,0
16124,A2ML1,2,4,8848915,8849668,206,0
16125,A2ML1,2,5,8849760,8850159,206,0
16126,A2ML1,2,6,8850275,8851783,206,0
16127,A2ML1,2,7,8852013,8852209,206,0
16128,A2ML1,2,8,8852337,8854127,206,0
16129,A2ML1,2,9,8854250,8854779,206,0
16130,A2ML1,2,10,8854832,8855508,206,0
16131,A2ML1,2,11,8855593,8857163,206,0
16132,A2ML1,2,12,8857341,8857506,206,0
16133,A2ML1,2,13,8857589,8857945,206,0
16134,A2ML1,2,14,8858103,8860880,206,0
16135,A2ML1,2,15,8860956,8861134,206,0
16136,A2ML1,2,16,8861298,8863793,206,0
16137,A2ML1,2,17,8864009,8867841,206,0
16138,A2ML1,2,18,8868058,8868229,206,0
16139,A2ML1,2,19,8868358,8868536,206,33
16140,A2ML1,2,20,8868628,8869134,206,33
16141,A2ML1,2,21,8869204,8874424,206,37
16142,A2ML1,2,22,8874528,8874970,206,33
16143,A2ML1,2,23,8875013,8876057,206,0
16144,A2ML1,2,24,8875013,8880523,206,0
16145,A2ML1,2,25,8880617,8886506,206,0
16146,A2ML1,0,0,8845175,8845441,207,0
16147,A2ML1,0,1,8845503,8846076,207,0
16148,A2ML1,0,2,8846223,8847548,207,0
16149,A2ML1,0,3,8847699,8848719,207,0
16150,A2ML1,0,4,8848915,8849668,207,0
16151,A2ML1,0,5,8849760,8850159,207,0
16152,A2ML1,0,6,8850275,8851783,207,0
16153,A2ML1,0,7,8852013,8852209,207,0
16154,A2ML1,0,8,8852337,8854127,207,0
16155,A2ML1,0,9,8854250,8854779,207,0
16156,A2ML1,0,10,8854832,8855508,207,0
16157,A2ML1,0,11,8855593,8857163,207,0
16158,A2ML1,0,12,8857341,8857506,207,0
16159,A2ML1,0,13,8857589,8857945,207,0
16160,A2ML1,0,14,8858103,8860880,207,0
16161,A2ML1,0,15,8860956,8861134,207,0
16162,A2ML1,0,16,8861298,8863793,207,0
16163,A2ML1,0,17,8864009,8867841,207,0
16164,A2ML1,0,18,8868058,8868229,207,0
16165,A2ML1,0,19,8868358,8868536,207,0
16166,A2ML1,0,20,8868628,8869134,207,0
16167,A2ML1,0,21,8869204,8874424,207,0
16168,A2ML1,0,22,8874528,8874970,207,0
16169,A2ML1,0,23,8875013,8876057,207,0
16170,A2ML1,0,24,8875013,8880523,207,0
16171,A2ML1,0,25,8880617,8886506,207,0
16172,A2ML1,1,0,8845175,8845441,207,0
16173,A2ML1,1,1,8845503,8846076,207,0
16174,A2ML1,1,2,8846223,8847548,207,0
16175,A2ML1,1,3,8847699,8848719,207,0
16176,A2ML1,1,4,8848915,8849668,207,0
16177,A2ML1,1,5,8849760,8850159,207,0
16178,A2ML1,1,6,8850275,8851783,207,0
16179,A2ML1,1,7,8852013,8852209,207,0
16180,A2ML1,1,8,8852337,8854127,207,0
16181,A2ML1,1,9,8854250,8854779,207,0
16182,A2ML1,1,10,8854832,8855508,207,0
16183,A2ML1,1,11,8855593,8857163,207,0
16184,A2ML1,1,12,8857341,8857506,207,0
16185,A2ML1,1,13,8857589,8857945,207,0
16186,A2ML1,1,14,8858103,8860880,207,0
16187,A2ML1,1,15,8860956,8861134,207,0
16188,A2ML1,1,16,8861298,8863793,207,0
16189,A2ML1,1,17,8864009,8867841,207,0
16190,A2ML1,1,18,8868058,8868229,207,0
16191,A2ML1,1,19,8868358,8868536,207,0
16192,A2ML1,1,20,8868628,8869134,207,0
16193,A2ML1,1,21,8869204,8874424,207,0
16194,A2ML1,1,22,8874528,8874970,207,0
16195,A2ML1,1,23,8875013,8876057,207,0
16196,A2ML1,1,24,8875013,8880523,207,0
16197,A2ML1,1,25,8880617,8886506,207,0
16198,A2ML1,2,0,8845175,8845441,207,0
16199,A2ML1,2,1,8845503,8846076,207,0
16200,A2ML1,2,2,8846223,8847548,207,0
16201,A2ML1,2,3,8847699,8848719,207,0
16202,A2ML1,2,4,8848915,8849668,207,0
16203,A2ML1,2,5,8849760,8850159,207,0
16204,A2ML1,2,6,8850275,8851783,207,0
16205,A2ML1,2,7,8852013,8852209,207,0
16206,A2ML1,2,8,8852337,8854127,207,0
16207,A2ML1,2,9,8854250,8854779,207,0
16208,A2ML1,2,10,8854832,8855508,207,0
16209,A2ML1,2,11,8855593,8857163,207,0
16210,A2ML1,2,12,8857341,8857506,207,0
16211,A2ML1,2,13,8857589,8857945,207,0
16212,A2ML1,2,14,8858103,8860880,207,0
16213,A2ML1,2,15,8860956,8861134,207,0
16214,A2ML1,2,16,8861298,8863793,207,0
16215,A2ML1,2,17,8864009,8867841,207,0
16216,A2ML1,2,18,8868058,8868229,207,0
16217,A2ML1,2,19,8868358,8868536,207,0
16218,A2ML1,2,20,8868628,8869134,207,42
16219,A2ML1,2,21,8869204,8874424,207,34
16220,A2ML1,2,22,8874528,8874970,207,42
16221,A2ML1,2,23,8875013,8876057,207,0
16222,A2ML1,2,24,8875013,8880523,207,0
16223,A2ML1,2,25,8880617,8886506,207,0
16224,A2ML1,0,0,8845175,8845441,208,0
16225,A2ML1,0,1,8845503,8846076,208,0
16226,A2ML1,0,2,8846223,8847548,208,0
16227,A2ML1,0,3,8847699,8848719,208,0
16228,A2ML1,0,4,8848915,8849668,208,0
16229,A2ML1,0,5,8849760,8850159,208,0
16230,A2ML1,0,6,8850275,8851783,208,0
16231,A2ML1,0,7,8852013,8852209,208,0
16232,A2ML1,0,8,8852337,8854127,208,0
16233,A2ML1,0,9,8854250,8854779,208,0
16234,A2ML1,0,10,8854832,8855508,208,0
16235,A2ML1,0,11,8855593,8857163,208,0
16236,A2ML1,0,12,8857341,8857506,208,0
16237,A2ML1,0,13,8857589,8857945,208,0
16238,A2ML1,0,14,8858103,8860880,208,0
16239,A2ML1,0,15,8860956,8861134,208,0
16240,A2ML1,0,16,8861298,8863793,208,0
16241,A2ML1,0,17,8864009,8867841,208,0
16242,A2ML1,0,18,8868058,8868229,208,0
16243,A2ML1,0,19,8868358,8868536,208,0
16244,A2ML1,0,20,8868628,8869134,208,0
16245,A2ML1,0,21,8869204,8874424,208,0
16246,A2ML1,0,22,8874528,8874970,208,0
16247,A2ML1,0,23,8875013,8876057,208,0
16248,A2ML1,0,24,8875013,8880523,208,0
16249,A2ML1,0,25,8880617,8886506,208,0
16250,A2ML1,1,0,8845175,8845441,208,0
16251,A2ML1,1,1,8845503,8846076,208,0
16252,A2ML1,1,2,8846223,8847548,208,0
16253,A2ML1,1,3,8847699,8848719,208,0
16254,A2ML1,1,4,8848915,8849668,208,0
16255,A2ML1,1,5,8849760,8850159,208,0
16256,A2ML1,1,6,8850275,8851783,208,0
16257,A2ML1,1,7,8852013,8852209,208,0
16258,A2ML1,1,8,8852337,8854127,208,0
16259,A2ML1,1,9,8854250,8854779,208,0
16260,A2ML1,1,10,8854832,8855508,208,0
16261,A2ML1,1,11,8855593,8857163,208,0
16262,A2ML1,1,12,8857341,8857506,208,0
16263,A2ML1,1,13,8857589,8857945,208,0
16264,A2ML1,1,14,8858103,8860880,208,0
16265,A2ML1,1,15,8860956,8861134,208,0
16266,A2ML1,1,16,8861298,8863793,208,0
16267,A2ML1,1,17,8864009,8867841,208,0
16268,A2ML1,1,18,8868058,8868229,208,0
16269,A2ML1,1,19,8868358,8868536,208,0
16270,A2ML1,1,20,8868628,8869134,208,1
16271,A2ML1,1,21,8869204,8874424,208,0
16272,A2ML1,1,22,8874528,8874970,208,0
16273,A2ML1,1,23,8875013,8876057,208,0
16274,A2ML1,1,24,8875013,8880523,208,0
16275,A2ML1,1,25,8880617,8886506,208,0
16276,A2ML1,2,0,8845175,8845441,208,0
16277,A2ML1,2,1,8845503,8846076,208,0
16278,A2ML1,2,2,8846223,8847548,208,0
16279,A2ML1,2,3,8847699,8848719,208,0
16280,A2ML1,2,4,8848915,8849668,208,0
16281,A2ML1,2,5,8849760,8850159,208,0
16282,A2ML1,2,6,8850275,8851783,208,0
16283,A2ML1,2,7,8852013,8852209,208,0
16284,A2ML1,2,8,8852337,8854127,208,0
16285,A2ML1,2,9,8854250,8854779,208,0
16286,A2ML1,2,10,8854832,8855508,208,0
16287,A2ML1,2,11,8855593,8857163,208,0
16288,A2ML1,2,12,8857341,8857506,208,0
16289,A2ML1,2,13,8857589,8857945,208,0
16290,A2ML1,2,14,8858103,8860880,208,0
16291,A2ML1,2,15,8860956,8861134,208,0
16292,A2ML1,2,16,8861298,8863793,208,0
16293,A2ML1,2,17,8864009,8867841,208,0
16294,A2ML1,2,18,8868058,8868229,208,0
16295,A2ML1,2,19,8868358,8868536,208,33
16296,A2ML1,2,20,8868628,8869134,208,38
16297,A2ML1,2,21,8869204,8874424,208,31
16298,A2ML1,2,22,8874528,8874970,208,0
16299,A2ML1,2,23,8875013,8876057,208,0
16300,A2ML1,2,24,8875013,8880523,208,0
16301,A2ML1,2,25,8880617,8886506,208,0
16302,A2ML1,0,0,8845175,8845441,209,0
16303,A2ML1,0,1,8845503,8846076,209,0
16304,A2ML1,0,2,8846223,8847548,209,0
16305,A2ML1,0,3,8847699,8848719,209,0
16306,A2ML1,0,4,8848915,8849668,209,0
16307,A2ML1,0,5,8849760,8850159,209,0
16308,A2ML1,0,6,8850275,8851783,209,0
16309,A2ML1,0,7,8852013,8852209,209,0
16310,A2ML1,0,8,8852337,8854127,209,0
16311,A2ML1,0,9,8854250,8854779,209,0
16312,A2ML1,0,10,8854832,8855508,209,0
16313,A2ML1,0,11,8855593,8857163,209,0
16314,A2ML1,0,12,8857341,8857506,209,0
16315,A2ML1,0,13,8857589,8857945,209,0
16316,A2ML1,0,14,8858103,8860880,209,0
16317,A2ML1,0,15,8860956,8861134,209,0
16318,A2ML1,0,16,8861298,8863793,209,0
16319,A2ML1,0,17,8864009,8867841,209,0
16320,A2ML1,0,18,8868058,8868229,209,0
16321,A2ML1,0,19,8868358,8868536,209,0
16322,A2ML1,0,20,8868628,8869134,209,0
16323,A2ML1,0,21,8869204,8874424,209,0
16324,A2ML1,0,22,8874528,8874970,209,0
16325,A2ML1,0,23,8875013,8876057,209,0
16326,A2ML1,0,24,8875013,8880523,209,0
16327,A2ML1,0,25,8880617,8886506,209,0
16328,A2ML1,1,0,8845175,8845441,209,0
16329,A2ML1,1,1,8845503,8846076,209,0
16330,A2ML1,1,2,8846223,8847548,209,0
16331,A2ML1,1,3,8847699,8848719,209,0
16332,A2ML1,1,4,8848915,8849668,209,0
16333,A2ML1,1,5,8849760,8850159,209,0
16334,A2ML1,1,6,8850275,8851783,209,0
16335,A2ML1,1,7,8852013,8852209,209,0
16336,A2ML1,1,8,8852337,8854127,209,0
16337,A2ML1,1,9,8854250,8854779,209,0
16338,A2ML1,1,10,8854832,8855508,209,0
16339,A2ML1,1,11,8855593,8857163,209,0
16340,A2ML1,1,12,8857341,8857506,209,0
16341,A2ML1,1,13,8857589,8857945,209,0
16342,A2ML1,1,14,8858103,8860880,209,0
16343,A2ML1,1,15,8860956,8861134,209,0
16344,A2ML1,1,16,8861298,8863793,209,0
16345,A2ML1,1,17,8864009,8867841,209,0
16346,A2ML1,1,18,8868058,8868229,209,31
16347,A2ML1,1,19,8868358,8868536,209,0
16348,A2ML1,1,20,8868628,8869134,209,0
16349,A2ML1,1,21,8869204,8874424,209,0
16350,A2ML1,1,22,8874528,8874970,209,0
16351,A2ML1,1,23,8875013,8876057,209,0
16352,A2ML1,1,24,8875013,8880523,209,0
16353,A2ML1,1,25,8880617,8886506,209,0
16354,A2ML1,2,0,8845175,8845441,209,0
16355,A2ML1,2,1,8845503,8846076,209,0
16356,A2ML1,2,2,8846223,8847548,209,0
16357,A2ML1,2,3,8847699,8848719,209,0
16358,A2ML1,2,4,8848915,8849668,209,0
16359,A2ML1,2,5,8849760,8850159,209,0
16360,A2ML1,2,6,8850275,8851783,209,0
16361,A2ML1,2,7,8852013,8852209,209,0
16362,A2ML1,2,8,8852337,8854127,209,0
16363,A2ML1,2,9,8854250,8854779,209,0
16364,A2ML1,2,10,8854832,8855508,209,0
16365,A2ML1,2,11,8855593,8857163,209,0
16366,A2ML1,2,12,8857341,8857506,209,0
16367,A2ML1,2,13,8857589,8857945,209,0
16368,A2ML1,2,14,8858103,8860880,209,0
16369,A2ML1,2,15,8860956,8861134,209,0
16370,A2ML1,2,16,8861298,8863793,209,0
16371,A2ML1,2,17,8864009,8867841,209,0
16372,A2ML1,2,18,8868058,8868229,209,0
16373,A2ML1,2,19,8868358,8868536,209,0
16374,A2ML1,2,20,8868628,8869134,209,0
16375,A2ML1,2,21,8869204,8874424,209,0
16376,A2ML1,2,22,8874528,8874970,209,0
16377,A2ML1,2,23,8875013,8876057,209,0
16378,A2ML1,2,24,8875013,8880523,209,0
16379,A2ML1,2,25,8880617,8886506,209,0
16380,A2ML1,0,0,8845175,8845441,210,0
16381,A2ML1,0,1,8845503,8846076,210,0
16382,A2ML1,0,2,8846223,8847548,210,0
16383,A2ML1,0,3,8847699,8848719,210,0
16384,A2ML1,0,4,8848915,8849668,210,0
16385,A2ML1,0,5,8849760,8850159,210,0
16386,A2ML1,0,6,8850275,8851783,210,0
16387,A2ML1,0,7,8852013,8852209,210,0
16388,A2ML1,0,8,8852337,8854127,210,0
16389,A2ML1,0,9,8854250,8854779,210,0
16390,A2ML1,0,10,8854832,8855508,210,0
16391,A2ML1,0,11,8855593,8857163,210,0
16392,A2ML1,0,12,8857341,8857506,210,0
16393,A2ML1,0,13,8857589,8857945,210,0
16394,A2ML1,0,14,8858103,8860880,210,30
16395,A2ML1,0,15,8860956,8861134,210,0
16396,A2ML1,0,16,8861298,8863793,210,0
16397,A2ML1,0,17,8864009,8867841,210,0
16398,A2ML1,0,18,8868058,8868229,210,0
16399,A2ML1,0,19,8868358,8868536,210,0
16400,A2ML1,0,20,8868628,8869134,210,0
16401,A2ML1,0,21,8869204,8874424,210,0
16402,A2ML1,0,22,8874528,8874970,210,0
16403,A2ML1,0,23,8875013,8876057,210,0
16404,A2ML1,0,24,8875013,8880523,210,0
16405,A2ML1,0,25,8880617,8886506,210,0
16406,A2ML1,1,0,8845175,8845441,210,0
16407,A2ML1,1,1,8845503,8846076,210,0
16408,A2ML1,1,2,8846223,8847548,210,0
16409,A2ML1,1,3,8847699,8848719,210,0
16410,A2ML1,1,4,8848915,8849668,210,0
16411,A2ML1,1,5,8849760,8850159,210,0
16412,A2ML1,1,6,8850275,8851783,210,0
16413,A2ML1,1,7,8852013,8852209,210,0
16414,A2ML1,1,8,8852337,8854127,210,0
16415,A2ML1,1,9,8854250,8854779,210,0
16416,A2ML1,1,10,8854832,8855508,210,0
16417,A2ML1,1,11,8855593,8857163,210,0
16418,A2ML1,1,12,8857341,8857506,210,0
16419,A2ML1,1,13,8857589,8857945,210,0
16420,A2ML1,1,14,8858103,8860880,210,1
16421,A2ML1,1,15,8860956,8861134,210,0
16422,A2ML1,1,16,8861298,8863793,210,0
16423,A2ML1,1,17,8864009,8867841,210,0
16424,A2ML1,1,18,8868058,8868229,210,0
16425,A2ML1,1,19,8868358,8868536,210,0
16426,A2ML1,1,20,8868628,8869134,210,0
16427,A2ML1,1,21,8869204,8874424,210,0
16428,A2ML1,1,22,8874528,8874970,210,0
16429,A2ML1,1,23,8875013,8876057,210,0
16430,A2ML1,1,24,8875013,8880523,210,0
16431,A2ML1,1,25,8880617,8886506,210,0
16432,A2ML1,2,0,8845175,8845441,210,0
16433,A2ML1,2,1,8845503,8846076,210,0
16434,A2ML1,2,2,8846223,8847548,210,0
16435,A2ML1,2,3,8847699,8848719,210,0
16436,A2ML1,2,4,8848915,8849668,210,0
16437,A2ML1,2,5,8849760,8850159,210,0
16438,A2ML1,2,6,8850275,8851783,210,0
16439,A2ML1,2,7,8852013,8852209,210,0
16440,A2ML1,2,8,8852337,8854127,210,0
16441,A2ML1,2,9,8854250,8854779,210,0
16442,A2ML1,2,10,8854832,8855508,210,0
16443,A2ML1,2,11,8855593,8857163,210,0
16444,A2ML1,2,12,8857341,8857506,210,0
16445,A2ML1,2,13,8857589,8857945,210,0
16446,A2ML1,2,14,8858103,8860880,210,0
16447,A2ML1,2,15,8860956,8861134,210,0
16448,A2ML1,2,16,8861298,8863793,210,0
16449,A2ML1,2,17,8864009,8867841,210,0
16450,A2ML1,2,18,8868058,8868229,210,0
16451,A2ML1,2,19,8868358,8868536,210,0
16452,A2ML1,2,20,8868628,8869134,210,0
16453,A2ML1,2,21,8869204,8874424,210,0
16454,A2ML1,2,22,8874528,8874970,210,0
16455,A2ML1,2,23,8875013,8876057,210,0
16456,A2ML1,2,24,8875013,8880523,210,0
16457,A2ML1,2,25,8880617,8886506,210,0
16458,A2ML1,0,0,8845175,8845441,211,32
16459,A2ML1,0,1,8845503,8846076,211,11
16460,A2ML1,0,2,8846223,8847548,211,17
16461,A2ML1,0,3,8847699,8848719,211,31
16462,A2ML1,0,4,8848915,8849668,211,9
16463,A2ML1,0,5,8849760,8850159,211,2
16464,A2ML1,0,6,8850275,8851783,211,0
16465,A2ML1,0,7,8852013,8852209,211,0
16466,A2ML1,0,8,8852337,8854127,211,15
16467,A2ML1,0,9,8854250,8854779,211,38
16468,A2ML1,0,10,8854832,8855508,211,43
16469,A2ML1,0,11,8855593,8857163,211,32
16470,A2ML1,0,12,8857341,8857506,211,28
16471,A2ML1,0,13,8857589,8857945,211,24
16472,A2ML1,0,14,8858103,8860880,211,41
16473,A2ML1,0,15,8860956,8861134,211,33
16474,A2ML1,0,16,8861298,8863793,211,56
16475,A2ML1,0,17,8864009,8867841,211,33
16476,A2ML1,0,18,8868058,8868229,211,32
16477,A2ML1,0,19,8868358,8868536,211,12
16478,A2ML1,0,20,8868628,8869134,211,17
16479,A2ML1,0,21,8869204,8874424,211,18
16480,A2ML1,0,22,8874528,8874970,211,10
16481,A2ML1,0,23,8875013,8876057,211,15
16482,A2ML1,0,24,8875013,8880523,211,21
16483,A2ML1,0,25,8880617,8886506,211,31
16484,A2ML1,1,0,8845175,8845441,211,0
16485,A2ML1,1,1,8845503,8846076,211,33
16486,A2ML1,1,2,8846223,8847548,211,43
16487,A2ML1,1,3,8847699,8848719,211,27
16488,A2ML1,1,4,8848915,8849668,211,40
16489,A2ML1,1,5,8849760,8850159,211,61
16490,A2ML1,1,6,8850275,8851783,211,60
16491,A2ML1,1,7,8852013,8852209,211,39
16492,A2ML1,1,8,8852337,8854127,211,21
16493,A2ML1,1,9,8854250,8854779,211,0
16494,A2ML1,1,10,8854832,8855508,211,0
16495,A2ML1,1,11,8855593,8857163,211,0
16496,A2ML1,1,12,8857341,8857506,211,16
16497,A2ML1,1,13,8857589,8857945,211,33
16498,A2ML1,1,14,8858103,8860880,211,20
16499,A2ML1,1,15,8860956,8861134,211,23
16500,A2ML1,1,16,8861298,8863793,211,0
16501,A2ML1,1,17,8864009,8867841,211,19
16502,A2ML1,1,18,8868058,8868229,211,43
16503,A2ML1,1,19,8868358,8868536,211,76
16504,A2ML1,1,20,8868628,8869134,211,70
16505,A2ML1,1,21,8869204,8874424,211,71
16506,A2ML1,1,22,8874528,8874970,211,80
16507,A2ML1,1,23,8875013,8876057,211,35
16508,A2ML1,1,24,8875013,8880523,211,53
16509,A2ML1,1,25,8880617,8886506,211,35
16510,A2ML1,2,0,8845175,8845441,211,0
16511,A2ML1,2,1,8845503,8846076,211,0
16512,A2ML1,2,2,8846223,8847548,211,0
16513,A2ML1,2,3,8847699,8848719,211,0
16514,A2ML1,2,4,8848915,8849668,211,0
16515,A2ML1,2,5,8849760,8850159,211,0
16516,A2ML1,2,6,8850275,8851783,211,0
16517,A2ML1,2,7,8852013,8852209,211,0
16518,A2ML1,2,8,8852337,8854127,211,0
16519,A2ML1,2,9,8854250,8854779,211,0
16520,A2ML1,2,10,8854832,8855508,211,0
16521,A2ML1,2,11,8855593,8857163,211,0
16522,A2ML1,2,12,8857341,8857506,211,0
16523,A2ML1,2,13,8857589,8857945,211,0
16524,A2ML1,2,14,8858103,8860880,211,0
16525,A2ML1,2,15,8860956,8861134,211,0
16526,A2ML1,2,16,8861298,8863793,211,0
16527,A2ML1,2,17,8864009,8867841,211,0
16528,A2ML1,2,18,8868058,8868229,211,2
16529,A2ML1,2,19,8868358,8868536,211,17
16530,A2ML1,2,20,8868628,8869134,211,33
16531,A2ML1,2,21,8869204,8874424,211,27
16532,A2ML1,2,22,8874528,8874970,211,27
16533,A2ML1,2,23,8875013,8876057,211,0
16534,A2ML1,2,24,8875013,8880523,211,0
16535,A2ML1,2,25,8880617,8886506,211,0
16536,A2ML1,0,0,8845175,8845441,212,0
16537,A2ML1,0,1,8845503,8846076,212,0
16538,A2ML1,0,2,8846223,8847548,212,0
16539,A2ML1,0,3,8847699,8848719,212,0
16540,A2ML1,0,4,8848915,8849668,212,0
16541,A2ML1,0,5,8849760,8850159,212,0
16542,A2ML1,0,6,8850275,8851783,212,0
16543,A2ML1,0,7,8852013,8852209,212,0
16544,A2ML1,0,8,8852337,8854127,212,0
16545,A2ML1,0,9,8854250,8854779,212,0
16546,A2ML1,0,10,8854832,8855508,212,0
16547,A2ML1,0,11,8855593,8857163,212,0
16548,A2ML1,0,12,8857341,8857506,212,0
16549,A2ML1,0,13,8857589,8857945,212,0
16550,A2ML1,0,14,8858103,8860880,212,0
16551,A2ML1,0,15,8860956,8861134,212,0
